상호,주소,1등_배출횟수,구글맵링크
로또판매,전남 영광군 영광읍 남천리 324-10,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%98%81%EA%B4%91%EA%B5%B0%20%EC%98%81%EA%B4%91%EC%9D%8D%20%EB%82%A8%EC%B2%9C%EB%A6%AC%20324-10
GS25(가양2),서울 강서구 가양동 14612단지상가1층106호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%EA%B0%80%EC%96%91%EB%8F%99%2014612%EB%8B%A8%EC%A7%80%EC%83%81%EA%B0%801%EC%B8%B5106%ED%98%B8
J-마트,서울 서초구 반포동 19-3센트럴시티1층125,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%98%ED%8F%AC%EB%8F%99%2019-3%EC%84%BC%ED%8A%B8%EB%9F%B4%EC%8B%9C%ED%8B%B01%EC%B8%B5125
행운복권방,경기 화성시 우정읍 조암리 290-12 13,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EC%9A%B0%EC%A0%95%EC%9D%8D%20%EC%A1%B0%EC%95%94%EB%A6%AC%20290-12%2013
GM24(신평점),경북 구미시 신평동 96-6 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EC%8B%A0%ED%8F%89%EB%8F%99%2096-6%201%EC%B8%B5
로또25시,부산 사하구 하단2동 525-3,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%ED%95%98%EB%8B%A82%EB%8F%99%20525-3
우리들초이스점,울산 남구 삼산동 215-12 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%82%BC%EC%82%B0%EB%8F%99%20215-12%201%EC%B8%B5
상우상사,경남 통영시 중앙동 54-21,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%ED%86%B5%EC%98%81%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%8F%99%2054-21
5분미니식품,서울 강남구 논현동 213-2,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%85%BC%ED%98%84%EB%8F%99%20213-2
1등복권방,서울 관악구 남부순환로 1545,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EB%82%A8%EB%B6%80%EC%88%9C%ED%99%98%EB%A1%9C%201545
상남로또방,경남 밀양시 상남로 1147 상남농약사,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EB%B0%80%EC%96%91%EC%8B%9C%20%EC%83%81%EB%82%A8%EB%A1%9C%201147%20%EC%83%81%EB%82%A8%EB%86%8D%EC%95%BD%EC%82%AC
복권왕국,인천 동구 화평동 449-2,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%8F%99%EA%B5%AC%20%ED%99%94%ED%8F%89%EB%8F%99%20449-2
로또복권대박,경북 상주시 상산로 338,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%83%81%EC%A3%BC%EC%8B%9C%20%EC%83%81%EC%82%B0%EB%A1%9C%20338
GS25(광복),부산 중구 동광동2가 7-2,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EB%8F%99%EA%B4%91%EB%8F%992%EA%B0%80%207-2
도깨비복권방,인천 계양구 봉오대로 677,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EA%B3%84%EC%96%91%EA%B5%AC%20%EB%B4%89%EC%98%A4%EB%8C%80%EB%A1%9C%20677
GS25(하이비젼),인천 남동구 구월동 1141-7하이비젼빌딩101,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%82%A8%EB%8F%99%EA%B5%AC%20%EA%B5%AC%EC%9B%94%EB%8F%99%201141-7%ED%95%98%EC%9D%B4%EB%B9%84%EC%A0%BC%EB%B9%8C%EB%94%A9101
미래복권닷컴,경기 성남시 분당구 분당동 67건영아파트상가 113호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%B6%84%EB%8B%B9%EB%8F%99%2067%EA%B1%B4%EC%98%81%EC%95%84%ED%8C%8C%ED%8A%B8%EC%83%81%EA%B0%80%20113%ED%98%B8
반딧불로또,전북 무주군 무주읍 읍내리 249-4,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EB%AC%B4%EC%A3%BC%EA%B5%B0%20%EB%AC%B4%EC%A3%BC%EC%9D%8D%20%EC%9D%8D%EB%82%B4%EB%A6%AC%20249-4
행운가판점,서울 용산구 한강대로 80 센트럴파크타워 앞 가판,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9A%A9%EC%82%B0%EA%B5%AC%20%ED%95%9C%EA%B0%95%EB%8C%80%EB%A1%9C%2080%20%EC%84%BC%ED%8A%B8%EB%9F%B4%ED%8C%8C%ED%81%AC%ED%83%80%EC%9B%8C%20%EC%95%9E%20%EA%B0%80%ED%8C%90
1등복권방,울산 울주군 언양읍 남부리 126-1언양편의점,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EC%9A%B8%EC%A3%BC%EA%B5%B0%20%EC%96%B8%EC%96%91%EC%9D%8D%20%EB%82%A8%EB%B6%80%EB%A6%AC%20126-1%EC%96%B8%EC%96%91%ED%8E%B8%EC%9D%98%EC%A0%90
보광훼미리마트수내트라펠리스,"경기 성남시 분당구 황새울로 234 102호 (수내동, 분당트라팰리스)",1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%ED%99%A9%EC%83%88%EC%9A%B8%EB%A1%9C%20234%20102%ED%98%B8%20%28%EC%88%98%EB%82%B4%EB%8F%99%2C%20%EB%B6%84%EB%8B%B9%ED%8A%B8%EB%9D%BC%ED%8C%B0%EB%A6%AC%EC%8A%A4%29
은경슈퍼,부산 사하구 다대동 920-7,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EB%8B%A4%EB%8C%80%EB%8F%99%20920-7
GS25(대전대림),대전 유성구 궁동 405-11,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%9C%A0%EC%84%B1%EA%B5%AC%20%EA%B6%81%EB%8F%99%20405-11
훼미리마트(망우점),서울 중랑구 망우동 470-10,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%A7%9D%EC%9A%B0%EB%8F%99%20470-10
GS25(대전원내),대전 유성구 원내동 343-11,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%9C%A0%EC%84%B1%EA%B5%AC%20%EC%9B%90%EB%82%B4%EB%8F%99%20343-11
SoundWave,경기 광명시 광명동 150-7,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%EA%B4%91%EB%AA%85%EB%8F%99%20150-7
천하명당,경기 안산시 상록구 충장로 590,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%A1%9D%EA%B5%AC%20%EC%B6%A9%EC%9E%A5%EB%A1%9C%20590
아름다운방,경기 의정부시 금오동 473-1플래티넘프라자1층107,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%8B%9C%20%EA%B8%88%EC%98%A4%EB%8F%99%20473-1%ED%94%8C%EB%9E%98%ED%8B%B0%EB%84%98%ED%94%84%EB%9D%BC%EC%9E%901%EC%B8%B5107
무진장로또,제주 제주시 일도2동 1047-4,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%842%EB%8F%99%201047-4
행복복권방,울산 남구 옥동 156-4,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%98%A5%EB%8F%99%20156-4
로또슈퍼,경기 안산시 상록구 매화로4길 8-1 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%A1%9D%EA%B5%AC%20%EB%A7%A4%ED%99%94%EB%A1%9C4%EA%B8%B8%208-1%201%EC%B8%B5
복권명당도량2호점,경북 구미시 문장로8길 1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EB%AC%B8%EC%9E%A5%EB%A1%9C8%EA%B8%B8%201
공공일안경원,서울 강동구 명일동 334-2,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EB%AA%85%EC%9D%BC%EB%8F%99%20334-2
아이티텔랜드,서울 노원구 상계동 7491층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EC%83%81%EA%B3%84%EB%8F%99%207491%EC%B8%B5
로또명당,인천 남구 문학동 355-12,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%82%A8%EA%B5%AC%20%EB%AC%B8%ED%95%99%EB%8F%99%20355-12
환타지아복권방,제주 제주시 번영로 518 대기마트 내,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%B2%88%EC%98%81%EB%A1%9C%20518%20%EB%8C%80%EA%B8%B0%EB%A7%88%ED%8A%B8%20%EB%82%B4
훼미리마트(자양태성점),서울 광진구 자양동 553-489101 102호 792,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%91%EC%A7%84%EA%B5%AC%20%EC%9E%90%EC%96%91%EB%8F%99%20553-489101%20102%ED%98%B8%20792
우리들중구청점,울산 중구 복산동 191-6,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EB%B3%B5%EC%82%B0%EB%8F%99%20191-6
로또,서울 금천구 독산동 888-141층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B8%88%EC%B2%9C%EA%B5%AC%20%EB%8F%85%EC%82%B0%EB%8F%99%20888-141%EC%B8%B5
훼미리마트노원영성점,대구 북구 노원동3가 58-46,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EB%85%B8%EC%9B%90%EB%8F%993%EA%B0%80%2058-46
복권방,경기 하남시 신장동 406-21층6호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%95%98%EB%82%A8%EC%8B%9C%20%EC%8B%A0%EC%9E%A5%EB%8F%99%20406-21%EC%B8%B56%ED%98%B8
갈현토큰,서울 은평구 통일로 905,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%ED%86%B5%EC%9D%BC%EB%A1%9C%20905
로또복권,부산 사하구 다대동 308-2일영빌딩A-201호,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EB%8B%A4%EB%8C%80%EB%8F%99%20308-2%EC%9D%BC%EC%98%81%EB%B9%8C%EB%94%A9A-201%ED%98%B8
복권명당(노원점),대구 북구 노원동1가 30-1,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%B6%81%EA%B5%AC%20%EB%85%B8%EC%9B%90%EB%8F%991%EA%B0%80%2030-1
후레쉬마트,서울 강동구 천호대로 1476,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C%201476
교통카드판매소,서울 송파구 송파동 97-39,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%86%A1%ED%8C%8C%EB%8F%99%2097-39
GS25(청룡),부산 금정구 청룡동 633-21,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EA%B8%88%EC%A0%95%EA%B5%AC%20%EC%B2%AD%EB%A3%A1%EB%8F%99%20633-21
썬마트(충주연안점),충북 충주시 연원로 27-3,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B6%A9%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EC%9B%90%EB%A1%9C%2027-3
슈퍼전자,서울 강북구 솔샘로 254 삼양빌딩1층14호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%B6%81%EA%B5%AC%20%EC%86%94%EC%83%98%EB%A1%9C%20254%20%EC%82%BC%EC%96%91%EB%B9%8C%EB%94%A91%EC%B8%B514%ED%98%B8
인천주안점로또판매,인천 남구 주안동 1450,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%82%A8%EA%B5%AC%20%EC%A3%BC%EC%95%88%EB%8F%99%201450
로또방,경기 성남시 분당구 서현동 245-3성지하이츠101,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EC%84%9C%ED%98%84%EB%8F%99%20245-3%EC%84%B1%EC%A7%80%ED%95%98%EC%9D%B4%EC%B8%A0101
작은신부,충남 서산시 대산읍 대산리 133-31,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%84%9C%EC%82%B0%EC%8B%9C%20%EB%8C%80%EC%82%B0%EC%9D%8D%20%EB%8C%80%EC%82%B0%EB%A6%AC%20133-31
위드미로또판매점,서울 강남구 봉은사로74길 13 101호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%B4%89%EC%9D%80%EC%82%AC%EB%A1%9C74%EA%B8%B8%2013%20101%ED%98%B8
가로매점,서울 종로구 종로4가 126-2,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A2%85%EB%A1%9C%EA%B5%AC%20%EC%A2%85%EB%A1%9C4%EA%B0%80%20126-2
훼미리마트대전반석역점,대전 유성구 반석로 10,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%9C%A0%EC%84%B1%EA%B5%AC%20%EB%B0%98%EC%84%9D%EB%A1%9C%2010
굿데이복권방,전남 목포시 백년대로337번길 20 CU편의점,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EB%B0%B1%EB%85%84%EB%8C%80%EB%A1%9C337%EB%B2%88%EA%B8%B8%2020%20CU%ED%8E%B8%EC%9D%98%EC%A0%90
행운로또,전남 여수시 상암로 627-1 상암초 부근,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%97%AC%EC%88%98%EC%8B%9C%20%EC%83%81%EC%95%94%EB%A1%9C%20627-1%20%EC%83%81%EC%95%94%EC%B4%88%20%EB%B6%80%EA%B7%BC
현대슈퍼,서울 강남구 개포로 508 107호 소망빌딩,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EA%B0%9C%ED%8F%AC%EB%A1%9C%20508%20107%ED%98%B8%20%EC%86%8C%EB%A7%9D%EB%B9%8C%EB%94%A9
현대슈퍼,광주 서구 쌍촌동 970-24,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%8C%8D%EC%B4%8C%EB%8F%99%20970-24
산본전기,경기 군포시 번영로 514 현대프라자105호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B5%B0%ED%8F%AC%EC%8B%9C%20%EB%B2%88%EC%98%81%EB%A1%9C%20514%20%ED%98%84%EB%8C%80%ED%94%84%EB%9D%BC%EC%9E%90105%ED%98%B8
로또랜드,경기 시흥시 정왕동 1189-11,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%A0%95%EC%99%95%EB%8F%99%201189-11
세경로또방,경기 안양시 동안구 부림동 1589,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%8F%99%EC%95%88%EA%B5%AC%20%EB%B6%80%EB%A6%BC%EB%8F%99%201589
미니스톱 합정역점,서울 마포구 합정동 373-17호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%ED%95%A9%EC%A0%95%EB%8F%99%20373-17%ED%98%B8
대박복권방,서울 성북구 동소문로 86-21,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EB%8F%99%EC%86%8C%EB%AC%B8%EB%A1%9C%2086-21
다산종합관리,대구 동구 용계동 420-6,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8F%99%EA%B5%AC%20%EC%9A%A9%EA%B3%84%EB%8F%99%20420-6
논산복권방,충남 논산시 계백로 1016,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EB%85%BC%EC%82%B0%EC%8B%9C%20%EA%B3%84%EB%B0%B1%EB%A1%9C%201016
우리별텔레콤(SK백석점),충남 천안시 서북구 백석로 116 상가101호,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EB%B0%B1%EC%84%9D%EB%A1%9C%20116%20%EC%83%81%EA%B0%80101%ED%98%B8
신암편의점,부산 금정구 중앙대로 2002 복권판매점,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EA%B8%88%EC%A0%95%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%8C%80%EB%A1%9C%202002%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
베스트올원당1호점,인천 서구 원당동 원당지구71블럭골든벨프라자102,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%84%9C%EA%B5%AC%20%EC%9B%90%EB%8B%B9%EB%8F%99%20%EC%9B%90%EB%8B%B9%EC%A7%80%EA%B5%AC71%EB%B8%94%EB%9F%AD%EA%B3%A8%EB%93%A0%EB%B2%A8%ED%94%84%EB%9D%BC%EC%9E%90102
행운마트,광주 북구 임방울대로 1059 1층 101호,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%B6%81%EA%B5%AC%20%EC%9E%84%EB%B0%A9%EC%9A%B8%EB%8C%80%EB%A1%9C%201059%201%EC%B8%B5%20101%ED%98%B8
로또복권방,경기 고양시 일산동구 장항동 749코오롱레이크폴리스2A-101,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%9E%A5%ED%95%AD%EB%8F%99%20749%EC%BD%94%EC%98%A4%EB%A1%B1%EB%A0%88%EC%9D%B4%ED%81%AC%ED%8F%B4%EB%A6%AC%EC%8A%A42A-101
GS25(분당매화),경기 성남시 분당구 야탑동 275-4성원프라자103 104,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EC%95%BC%ED%83%91%EB%8F%99%20275-4%EC%84%B1%EC%9B%90%ED%94%84%EB%9D%BC%EC%9E%90103%20104
해피데이,강원 춘천시 행촌로 11 한성아파트상가102호,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%B6%98%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%B4%8C%EB%A1%9C%2011%20%ED%95%9C%EC%84%B1%EC%95%84%ED%8C%8C%ED%8A%B8%EC%83%81%EA%B0%80102%ED%98%B8
로또판매점,서울 마포구 방울내로 78,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EB%B0%A9%EC%9A%B8%EB%82%B4%EB%A1%9C%2078
복권명당,대구 동구 신암동 134-177,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8F%99%EA%B5%AC%20%EC%8B%A0%EC%95%94%EB%8F%99%20134-177
대박이네,울산 중구 구교로 163,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EA%B5%AC%EA%B5%90%EB%A1%9C%20163
로또복권방,울산 중구 성남동 172-14,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EC%84%B1%EB%82%A8%EB%8F%99%20172-14
그린하이퍼,경기 시흥시 월곶동 1006-3유호플러스빌123호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%9B%94%EA%B3%B6%EB%8F%99%201006-3%EC%9C%A0%ED%98%B8%ED%94%8C%EB%9F%AC%EC%8A%A4%EB%B9%8C123%ED%98%B8
복권전문점,경기 시흥시 정왕동 1625-6105훼미리마트내,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%8B%9C%ED%9D%A5%EC%8B%9C%20%EC%A0%95%EC%99%95%EB%8F%99%201625-6105%ED%9B%BC%EB%AF%B8%EB%A6%AC%EB%A7%88%ED%8A%B8%EB%82%B4
포유25다농점,경기 오산시 오산동 924-1거성그린프라자114,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%98%A4%EC%82%B0%EC%8B%9C%20%EC%98%A4%EC%82%B0%EB%8F%99%20924-1%EA%B1%B0%EC%84%B1%EA%B7%B8%EB%A6%B0%ED%94%84%EB%9D%BC%EC%9E%90114
세븐,제주 제주시 동광로 142,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%99%EA%B4%91%EB%A1%9C%20142
하이로또복권방,서울 양천구 신정동 1182-2,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%8B%A0%EC%A0%95%EB%8F%99%201182-2
복권나라,인천 중구 신흥동2가 16-37,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%A4%91%EA%B5%AC%20%EC%8B%A0%ED%9D%A5%EB%8F%992%EA%B0%80%2016-37
GS25(하안연서),경기 광명시 하안동 30-1중앙상가104호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%ED%95%98%EC%95%88%EB%8F%99%2030-1%EC%A4%91%EC%95%99%EC%83%81%EA%B0%80104%ED%98%B8
보물섬,전남 목포시 산정로 268-3 근화상가 110호,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%82%B0%EC%A0%95%EB%A1%9C%20268-3%20%EA%B7%BC%ED%99%94%EC%83%81%EA%B0%80%20110%ED%98%B8
-,부산 사하구 장림1동 1080,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%ED%95%98%EA%B5%AC%20%EC%9E%A5%EB%A6%BC1%EB%8F%99%201080
GS25(동구신서),대구 동구 신서동 530-4,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8F%99%EA%B5%AC%20%EC%8B%A0%EC%84%9C%EB%8F%99%20530-4
주경슈퍼,인천 부평구 경인로 1063,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B2%BD%EC%9D%B8%EB%A1%9C%201063
안면로또점,충남 태안군 안면읍 승언리 1147,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%ED%83%9C%EC%95%88%EA%B5%B0%20%EC%95%88%EB%A9%B4%EC%9D%8D%20%EC%8A%B9%EC%96%B8%EB%A6%AC%201147
티켓나라노원점,서울 노원구 상계동 335정암빌딩1층104호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EC%83%81%EA%B3%84%EB%8F%99%20335%EC%A0%95%EC%95%94%EB%B9%8C%EB%94%A91%EC%B8%B5104%ED%98%B8
토큰박스,대구 서구 달서로 171 1층,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%84%9C%EA%B5%AC%20%EB%8B%AC%EC%84%9C%EB%A1%9C%20171%201%EC%B8%B5
로또입장점,충남 천안시 서북구 입장면 하장리 45-22,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EC%9E%85%EC%9E%A5%EB%A9%B4%20%ED%95%98%EC%9E%A5%EB%A6%AC%2045-22
훼미리마트(두호점),경북 포항시 북구 두호동 1034-13,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%ED%8F%AC%ED%95%AD%EC%8B%9C%20%EB%B6%81%EA%B5%AC%20%EB%91%90%ED%98%B8%EB%8F%99%201034-13
