상호,주소,1등_배출횟수,구글맵링크
평동로또복권 1호점,광주 광산구 송촌길 1 이마트24,1,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%86%A1%EC%B4%8C%EA%B8%B8%201%20%EC%9D%B4%EB%A7%88%ED%8A%B824
행운복권방,인천 부평구 경인로 745 102호,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B2%BD%EC%9D%B8%EB%A1%9C%20745%20102%ED%98%B8
히든로또,대전 대덕구 대화로 119 1층,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8C%80%EB%8D%95%EA%B5%AC%20%EB%8C%80%ED%99%94%EB%A1%9C%20119%201%EC%B8%B5
기원점,경남 창녕군 동포로 9,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EB%85%95%EA%B5%B0%20%EB%8F%99%ED%8F%AC%EB%A1%9C%209
옥수역복권방,서울 성동구 한림말길 49,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%ED%95%9C%EB%A6%BC%EB%A7%90%EA%B8%B8%2049
대왕로또,부산 영도구 남항로 35,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%98%81%EB%8F%84%EA%B5%AC%20%EB%82%A8%ED%95%AD%EB%A1%9C%2035
훼미리마트영도모닝점,부산 영도구 태종로100번길 3,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%98%81%EB%8F%84%EA%B5%AC%20%ED%83%9C%EC%A2%85%EB%A1%9C100%EB%B2%88%EA%B8%B8%203
노다지천국,인천 미추홀구 인주대로 185 1층1호,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9D%B8%EC%A3%BC%EB%8C%80%EB%A1%9C%20185%201%EC%B8%B51%ED%98%B8
굿샷,경기 고양시 일산동구 위시티로 49 104호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%9C%84%EC%8B%9C%ED%8B%B0%EB%A1%9C%2049%20104%ED%98%B8
퍼스트,경기 성남시 수정구 산성대로 523 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%88%98%EC%A0%95%EA%B5%AC%20%EC%82%B0%EC%84%B1%EB%8C%80%EB%A1%9C%20523%201%EC%B8%B5
성원 복권방,강원 인제군 원통로 169,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%9D%B8%EC%A0%9C%EA%B5%B0%20%EC%9B%90%ED%86%B5%EB%A1%9C%20169
1등 복권방,대전 중구 대종로 49,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%A4%91%EA%B5%AC%20%EB%8C%80%EC%A2%85%EB%A1%9C%2049
황금도깨비,세종 한누리대로 321 103호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%B8%EC%A2%85%20%ED%95%9C%EB%88%84%EB%A6%AC%EB%8C%80%EB%A1%9C%20321%20103%ED%98%B8
광민 노다지 복권방,"경기 광명시 하안로287번길 9 제1층 7호(하안동, 대하빌딩)",1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%ED%95%98%EC%95%88%EB%A1%9C287%EB%B2%88%EA%B8%B8%209%20%EC%A0%9C1%EC%B8%B5%207%ED%98%B8%28%ED%95%98%EC%95%88%EB%8F%99%2C%20%EB%8C%80%ED%95%98%EB%B9%8C%EB%94%A9%29
복권만당,경기 군포시 군포로 489-2,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B5%B0%ED%8F%AC%EC%8B%9C%20%EA%B5%B0%ED%8F%AC%EB%A1%9C%20489-2
행운,경기 남양주시 비룡로 793,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%B9%84%EB%A3%A1%EB%A1%9C%20793
민복권,경기 동두천시 지행로 96-14 1층(지행동),1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A7%80%ED%96%89%EB%A1%9C%2096-14%201%EC%B8%B5%28%EC%A7%80%ED%96%89%EB%8F%99%29
중앙로또,강원 양구군 장터길 27 1층 중앙청과,1,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%EC%96%91%EA%B5%AC%EA%B5%B0%20%EC%9E%A5%ED%84%B0%EA%B8%B8%2027%201%EC%B8%B5%20%EC%A4%91%EC%95%99%EC%B2%AD%EA%B3%BC
복남이로또방,부산 남구 유엔평화로 14,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%9C%A0%EC%97%94%ED%8F%89%ED%99%94%EB%A1%9C%2014
복권천국(수성점),대구 수성구 수성로 263,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EC%88%98%EC%84%B1%EB%A1%9C%20263
설레임 복권,경기 수원시 영통구 삼성로168번길 21 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%98%81%ED%86%B5%EA%B5%AC%20%EC%82%BC%EC%84%B1%EB%A1%9C168%EB%B2%88%EA%B8%B8%2021%201%EC%B8%B5
대박로또판매점,경기 안산시 단원구 석수로 55 102호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%EC%84%9D%EC%88%98%EB%A1%9C%2055%20102%ED%98%B8
복주머니 복권판매점,경기 용인시 기흥구 동백5로 21-5,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EB%8F%99%EB%B0%B15%EB%A1%9C%2021-5
로또판매 행운점,충북 청주시 청원구 충청대로 97,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%B2%AD%EC%9B%90%EA%B5%AC%20%EC%B6%A9%EC%B2%AD%EB%8C%80%EB%A1%9C%2097
팔팔복권,경북 김천시 시청로 81 (신음동)좌측상가,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B9%80%EC%B2%9C%EC%8B%9C%20%EC%8B%9C%EC%B2%AD%EB%A1%9C%2081%20%28%EC%8B%A0%EC%9D%8C%EB%8F%99%29%EC%A2%8C%EC%B8%A1%EC%83%81%EA%B0%80
럭키라쿤복권상암점,서울 마포구 월드컵북로44길 49 1층 좌측(상암동),1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EC%9B%94%EB%93%9C%EC%BB%B5%EB%B6%81%EB%A1%9C44%EA%B8%B8%2049%201%EC%B8%B5%20%EC%A2%8C%EC%B8%A1%28%EC%83%81%EC%95%94%EB%8F%99%29
이제이,경기 화성시 동탄산척로2나길 4-12 102호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EB%8F%99%ED%83%84%EC%82%B0%EC%B2%99%EB%A1%9C2%EB%82%98%EA%B8%B8%204-12%20102%ED%98%B8
황금알복권,전남 광양시 광포로 39 1층 (광영동),1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EA%B4%91%EC%96%91%EC%8B%9C%20%EA%B4%91%ED%8F%AC%EB%A1%9C%2039%201%EC%B8%B5%20%28%EA%B4%91%EC%98%81%EB%8F%99%29
일화로또,경북 영양군 중앙로 124,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%98%81%EC%96%91%EA%B5%B0%20%EC%A4%91%EC%95%99%EB%A1%9C%20124
로또명당반곡점,세종 한누리대로 1821 수루배마을5단지 상가 114호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%B8%EC%A2%85%20%ED%95%9C%EB%88%84%EB%A6%AC%EB%8C%80%EB%A1%9C%201821%20%EC%88%98%EB%A3%A8%EB%B0%B0%EB%A7%88%EC%9D%845%EB%8B%A8%EC%A7%80%20%EC%83%81%EA%B0%80%20114%ED%98%B8
홀인원복권,대구 수성구 범어로19길 14 우측동1층,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EC%88%98%EC%84%B1%EA%B5%AC%20%EB%B2%94%EC%96%B4%EB%A1%9C19%EA%B8%B8%2014%20%EC%9A%B0%EC%B8%A1%EB%8F%991%EC%B8%B5
천하명당복권방,대전 대덕구 계족로 563,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8C%80%EB%8D%95%EA%B5%AC%20%EA%B3%84%EC%A1%B1%EB%A1%9C%20563
우(旴)마트,경기 구리시 안골로 80,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B5%AC%EB%A6%AC%EC%8B%9C%20%EC%95%88%EA%B3%A8%EB%A1%9C%2080
꿈꾸는돼지,경기 화성시 동탄지성로 104 109호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EB%8F%99%ED%83%84%EC%A7%80%EC%84%B1%EB%A1%9C%20104%20109%ED%98%B8
일등복권방,울산 중구 북부순환도로 879,1,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EB%B6%81%EB%B6%80%EC%88%9C%ED%99%98%EB%8F%84%EB%A1%9C%20879
광명로또명당,경기 광명시 양지로 19 B동 1층 145호 (유플레닛 어반브릭스),1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B4%91%EB%AA%85%EC%8B%9C%20%EC%96%91%EC%A7%80%EB%A1%9C%2019%20B%EB%8F%99%201%EC%B8%B5%20145%ED%98%B8%20%28%EC%9C%A0%ED%94%8C%EB%A0%88%EB%8B%9B%20%EC%96%B4%EB%B0%98%EB%B8%8C%EB%A6%AD%EC%8A%A4%29
한양복권방,경기 남양주시 진벌로 85,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%A7%84%EB%B2%8C%EB%A1%9C%2085
경서로또,경기 양평군 경강로 1039 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%96%91%ED%8F%89%EA%B5%B0%20%EA%B2%BD%EA%B0%95%EB%A1%9C%201039%201%EC%B8%B5
토마토 남악복권방,전남 무안군 남악4로82번길 44 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AC%B4%EC%95%88%EA%B5%B0%20%EB%82%A8%EC%95%854%EB%A1%9C82%EB%B2%88%EA%B8%B8%2044%201%EC%B8%B5
비프광장,"부산 중구 중구로5번길 14 1층 105호(남포동6가,더베이먼트)",1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%A4%91%EA%B5%AC%20%EC%A4%91%EA%B5%AC%EB%A1%9C5%EB%B2%88%EA%B8%B8%2014%201%EC%B8%B5%20105%ED%98%B8%28%EB%82%A8%ED%8F%AC%EB%8F%996%EA%B0%80%2C%EB%8D%94%EB%B2%A0%EC%9D%B4%EB%A8%BC%ED%8A%B8%29
CU세종가락마을8단지점,세종 만남로 92 상가동 101호 CU편의점,1,https://www.google.com/maps/search/?api=1&query=%EC%84%B8%EC%A2%85%20%EB%A7%8C%EB%82%A8%EB%A1%9C%2092%20%EC%83%81%EA%B0%80%EB%8F%99%20101%ED%98%B8%20CU%ED%8E%B8%EC%9D%98%EC%A0%90
로또 천왕점,서울 구로구 오리로 1097-7 (천왕동),1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EC%98%A4%EB%A6%AC%EB%A1%9C%201097-7%20%28%EC%B2%9C%EC%99%95%EB%8F%99%29
민영슈퍼,서울 서대문구 응암로 104,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9D%91%EC%95%94%EB%A1%9C%20104
비엠복권,충북 청주시 흥덕구 대신로 108,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%ED%9D%A5%EB%8D%95%EA%B5%AC%20%EB%8C%80%EC%8B%A0%EB%A1%9C%20108
행운복권방,충남 천안시 서북구 불당대로 269 1층 121호,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%EB%B6%88%EB%8B%B9%EB%8C%80%EB%A1%9C%20269%201%EC%B8%B5%20121%ED%98%B8
명품복권방,"전남 목포시 섶나루길 122 상가 1,2,3호",1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%84%B6%EB%82%98%EB%A3%A8%EA%B8%B8%20122%20%EC%83%81%EA%B0%80%201%2C2%2C3%ED%98%B8
영광믿음복권,전남 영광군 신남로 169 1층 101호,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%98%81%EA%B4%91%EA%B5%B0%20%EC%8B%A0%EB%82%A8%EB%A1%9C%20169%201%EC%B8%B5%20101%ED%98%B8
씨유 (CU) 거창대동점,경남 거창군 거창대로 93,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EA%B1%B0%EC%B0%BD%EA%B5%B0%20%EA%B1%B0%EC%B0%BD%EB%8C%80%EB%A1%9C%2093
현대설비 / 영종하늘 로또,인천 중구 하늘달빛로 70 114호,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%A4%91%EA%B5%AC%20%ED%95%98%EB%8A%98%EB%8B%AC%EB%B9%9B%EB%A1%9C%2070%20114%ED%98%B8
도고로또판매점,충남 아산시 온천대로 170 이마트24시편의점,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%98%A8%EC%B2%9C%EB%8C%80%EB%A1%9C%20170%20%EC%9D%B4%EB%A7%88%ED%8A%B824%EC%8B%9C%ED%8E%B8%EC%9D%98%EC%A0%90
삼원미니슈퍼,서울 동작구 상도로 93 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%83%81%EB%8F%84%EB%A1%9C%2093%201%EC%B8%B5
대박나라 돼지공주,경기 고양시 일산동구 고풍로 196 1층 103호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EA%B3%A0%ED%92%8D%EB%A1%9C%20196%201%EC%B8%B5%20103%ED%98%B8
천하명당,경기 화성시 남양시장로 83,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EB%82%A8%EC%96%91%EC%8B%9C%EC%9E%A5%EB%A1%9C%2083
일등복권방,충북 청주시 서원구 매봉로 26-1 분평계룡리슈빌아파트 단지내 상가동 102호,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%84%9C%EC%9B%90%EA%B5%AC%20%EB%A7%A4%EB%B4%89%EB%A1%9C%2026-1%20%EB%B6%84%ED%8F%89%EA%B3%84%EB%A3%A1%EB%A6%AC%EC%8A%88%EB%B9%8C%EC%95%84%ED%8C%8C%ED%8A%B8%20%EB%8B%A8%EC%A7%80%EB%82%B4%20%EC%83%81%EA%B0%80%EB%8F%99%20102%ED%98%B8
위너스로또,전북 전주시 완산구 영경1길 31,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%EC%98%81%EA%B2%BD1%EA%B8%B8%2031
로또안경콘택트,경북 구미시 구미중앙로5길 2,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EA%B5%AC%EB%AF%B8%EC%A4%91%EC%95%99%EB%A1%9C5%EA%B8%B8%202
복권판매점 약목점,경북 칠곡군 약목로 75-3 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%B9%A0%EA%B3%A1%EA%B5%B0%20%EC%95%BD%EB%AA%A9%EB%A1%9C%2075-3%201%EC%B8%B5
양산황금나눔,경남 양산시 황산로 395 복권판매점,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%96%91%EC%82%B0%EC%8B%9C%20%ED%99%A9%EC%82%B0%EB%A1%9C%20395%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
도항로또,경남 함안군 함마대로 1499-1 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%ED%95%A8%EC%95%88%EA%B5%B0%20%ED%95%A8%EB%A7%88%EB%8C%80%EB%A1%9C%201499-1%201%EC%B8%B5
저스트로또,서울 중랑구 사가정로 412-3 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EC%82%AC%EA%B0%80%EC%A0%95%EB%A1%9C%20412-3%201%EC%B8%B5
행복로또,부산 사상구 사상로 226 1층,1,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EC%82%AC%EC%83%81%EB%A1%9C%20226%201%EC%B8%B5
로하,경남 창원시 의창구 소계로84번길 13-1,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%9D%98%EC%B0%BD%EA%B5%AC%20%EC%86%8C%EA%B3%84%EB%A1%9C84%EB%B2%88%EA%B8%B8%2013-1
수서 원스토어,서울 강남구 밤고개로1길 10 지하1층 제비 138호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%B0%A4%EA%B3%A0%EA%B0%9C%EB%A1%9C1%EA%B8%B8%2010%20%EC%A7%80%ED%95%981%EC%B8%B5%20%EC%A0%9C%EB%B9%84%20138%ED%98%B8
마리골드,대전 대덕구 동춘당로114번길 9 해피존 245호,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8C%80%EB%8D%95%EA%B5%AC%20%EB%8F%99%EC%B6%98%EB%8B%B9%EB%A1%9C114%EB%B2%88%EA%B8%B8%209%20%ED%95%B4%ED%94%BC%EC%A1%B4%20245%ED%98%B8
은행복권방,경기 성남시 중원구 산성대로 512-1 1층 1호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%A4%91%EC%9B%90%EA%B5%AC%20%EC%82%B0%EC%84%B1%EB%8C%80%EB%A1%9C%20512-1%201%EC%B8%B5%201%ED%98%B8
행복로또,충남 아산시 아산밸리남로 81 816동 106호,1,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%95%84%EC%82%B0%EB%B0%B8%EB%A6%AC%EB%82%A8%EB%A1%9C%2081%20816%EB%8F%99%20106%ED%98%B8
복권당,경북 영천시 강변로 60,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%98%81%EC%B2%9C%EC%8B%9C%20%EA%B0%95%EB%B3%80%EB%A1%9C%2060
씨유 제주연북로점,제주 제주시 연북로 260 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%B6%81%EB%A1%9C%20260%201%EC%B8%B5
일확천금,서울 강동구 진황도로 168-1,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%A7%84%ED%99%A9%EB%8F%84%EB%A1%9C%20168-1
복권세상,서울 양천구 곰달래로5길 26 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EA%B3%B0%EB%8B%AC%EB%9E%98%EB%A1%9C5%EA%B8%B8%2026%201%EC%B8%B5
로또명당 퍼니마트,인천 미추홀구 문학길 4 편의점내,1,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%AC%B8%ED%95%99%EA%B8%B8%204%20%ED%8E%B8%EC%9D%98%EC%A0%90%EB%82%B4
로또복권로데오서현점,"경기 성남시 분당구 분당로53번길 20 1층 109호(서현동, 이랜드분당프라자)",1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%B6%84%EB%8B%B9%EB%A1%9C53%EB%B2%88%EA%B8%B8%2020%201%EC%B8%B5%20109%ED%98%B8%28%EC%84%9C%ED%98%84%EB%8F%99%2C%20%EC%9D%B4%EB%9E%9C%EB%93%9C%EB%B6%84%EB%8B%B9%ED%94%84%EB%9D%BC%EC%9E%90%29
청호복권방,전남 목포시 용당로 296 1층 2호,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%9A%A9%EB%8B%B9%EB%A1%9C%20296%201%EC%B8%B5%202%ED%98%B8
플러스복권,서울 강서구 공항대로41길 34 1층 113B호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%EA%B3%B5%ED%95%AD%EB%8C%80%EB%A1%9C41%EA%B8%B8%2034%201%EC%B8%B5%20113B%ED%98%B8
로또복권판매점,서울 양천구 남부순환로79길 11 1층 103호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EB%82%A8%EB%B6%80%EC%88%9C%ED%99%98%EB%A1%9C79%EA%B8%B8%2011%201%EC%B8%B5%20103%ED%98%B8
해바라기 복권방,서울 영등포구 대림로 170 101호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8C%80%EB%A6%BC%EB%A1%9C%20170%20101%ED%98%B8
대박 동행로또복권,서울 중구 청계천로 246 평화시장1층 84호,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EA%B5%AC%20%EC%B2%AD%EA%B3%84%EC%B2%9C%EB%A1%9C%20246%20%ED%8F%89%ED%99%94%EC%8B%9C%EC%9E%A51%EC%B8%B5%2084%ED%98%B8
원화복권샵,대구 남구 명덕로 74 1층,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%82%A8%EA%B5%AC%20%EB%AA%85%EB%8D%95%EB%A1%9C%2074%201%EC%B8%B5
인생로또,경기 고양시 덕양구 통일로768번길 17 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%ED%86%B5%EC%9D%BC%EB%A1%9C768%EB%B2%88%EA%B8%B8%2017%201%EC%B8%B5
건우유통,경기 성남시 중원구 박석로 80 1층,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%A4%91%EC%9B%90%EA%B5%AC%20%EB%B0%95%EC%84%9D%EB%A1%9C%2080%201%EC%B8%B5
전국구로또복권방,전북 전주시 완산구 장승배기로 397 1층,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%EC%9E%A5%EC%8A%B9%EB%B0%B0%EA%B8%B0%EB%A1%9C%20397%201%EC%B8%B5
큐마트학동점복권,전남 여수시 학동서5길 2 큐마트내,1,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%97%AC%EC%88%98%EC%8B%9C%20%ED%95%99%EB%8F%99%EC%84%9C5%EA%B8%B8%202%20%ED%81%90%EB%A7%88%ED%8A%B8%EB%82%B4
행운복권방,경남 창원시 성산구 가음로15번길 52,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%84%B1%EC%82%B0%EA%B5%AC%20%EA%B0%80%EC%9D%8C%EB%A1%9C15%EB%B2%88%EA%B8%B8%2052
금산홍삼 복권판매점,대전 동구 보문로 4 101호,1,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8F%99%EA%B5%AC%20%EB%B3%B4%EB%AC%B8%EB%A1%9C%204%20101%ED%98%B8
한국슈퍼,경기 부천시 원종로35번길 24 한울빌리지 상가101호,1,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EC%9B%90%EC%A2%85%EB%A1%9C35%EB%B2%88%EA%B8%B8%2024%20%ED%95%9C%EC%9A%B8%EB%B9%8C%EB%A6%AC%EC%A7%80%20%EC%83%81%EA%B0%80101%ED%98%B8
아셈마트,서울 강남구 영동대로112길 10,1,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%98%81%EB%8F%99%EB%8C%80%EB%A1%9C112%EA%B8%B8%2010
